record_id,fecha_de_inicio,fecha_de_fin,fecha_del_registro,nombre_de_la_actividad,tipo_de_actividad,qu_tem_tica_s_aborda_la_ac,en_qu_estrategia_plan_inte,asist_total,asist_hombres,asist_mujeres,n_mero_de_horas,n_mero_de_sesiones,apellidos_y_nombre,distrito0,unidad_asistencial,unidad_asistencial_2,sexo,categor_a_profesional,especialidad_de_enfermer_a,horario,localidad_donde_se_realiza,es_una_zona_desfavorecidas,lugar_de_realizaci_n_de_la,poblaci_n_destinataria,observaciones_sobre_la_act
144,15/09/2025,15/09/2025,15/09/2025,PSIA sesión grupal,3,6,17,12,7,5,0.7,1,"Bravo Gómez, Victoria",1,,15,0,6,,1,Municipio Metro,0,3,2,
145,01/05/2024,01/05/2024,01/05/2024,Charla alcohol,4,1,17,30,14,16,3.3,3,"Pascual Montoya, Ascensión",1,,15,1,6,,0,Municipio Metro,0,2,6,
146,27/09/2024,27/09/2024,27/09/2024,Taller GRUSE,8,1,16,14,5,9,3.9,2,"Jurado Santos, Lidia",0,12,,1,2,,2,Granada,0,3,15,
147,22/01/2025,22/01/2025,22/01/2025,Sesión coordinación servicios sociales,22,28,24,4,1,3,2.3,3,"Núñez Mateo, Eduardo",0,11,,1,13,,2,Granada,0,1,7,
148,14/09/2025,14/09/2025,14/09/2025,Taller alimentación saludable adultos,23,13,3,6,1,5,0.5,1,"Palomino Núñez, Josefa",1,,18,1,2,,0,Municipio Metro,1,1,10,
149,02/09/2025,02/09/2025,02/09/2025,Taller GRUSE cuidadoras,8,8,16,15,6,9,1.3,3,"Urbano Sánchez, Isabel",0,8,,1,2,,2,Granada,1,0,15,
150,15/11/2025,15/11/2025,15/11/2025,Ponencia salud mental,23,4,8,20,9,11,1.6,4,"Iglesias Reyes, Víctor",1,,6,1,6,,1,Municipio Metro,0,4,11,
151,01/03/2025,01/03/2025,01/03/2025,Taller pantallas y salud,0,27,22,22,8,14,1.8,2,"Serrano Prieto, Arturo",0,2,,0,7,,2,Granada,0,8,4,
152,21/02/2025,21/02/2025,21/02/2025,Ed. grupal diabetes tipo 2,6,8,2,5,1,4,1.1,1,"Delgado Blanco, Elena",1,,2,1,2,4,1,Municipio Metro,0,8,8,
153,12/02/2024,12/02/2024,12/02/2024,Taller GRUSE,10,4,16,17,5,12,3.7,1,"Carrillo Tejada, Gracia",0,14,,1,2,6,1,Granada,0,0,8,
154,02/05/2025,02/05/2025,02/05/2025,Taller alimentación infantil,11,3,14,23,12,11,3.0,4,"Campos Redondo, Amparo",0,3,,1,7,,0,Granada,0,8,13,
155,04/12/2025,04/12/2025,04/12/2025,Taller actividad física infantil,20,27,14,22,11,11,1.1,4,"Espinosa Castillo, Susana",1,,13,1,7,,2,Municipio Metro,0,5,10,
156,11/06/2025,11/06/2025,11/06/2025,Sesión PSIA comunitario,20,21,25,29,11,18,1.3,2,"Cañas Prieto, Ignacio",1,,13,1,9,,1,Municipio Metro,1,0,9,
157,10/05/2024,10/05/2024,10/05/2024,Ed. grupal rehab. respiratoria,22,7,2,5,1,4,2.9,3,"Cabello Escribano, Amelia",0,5,,0,2,,0,Granada,0,2,4,
158,12/09/2024,12/09/2024,12/09/2024,Detección violencia de género,22,5,14,7,2,5,2.5,2,"Vargas Ortega, Noelia",0,12,,1,13,,2,Granada,0,1,9,
159,24/02/2024,24/02/2024,24/02/2024,Sesión PSIA comunitario,18,4,12,31,11,20,3.6,4,"Montilla Navajas, Raquel",0,0,,1,9,,2,Granada,0,4,1,
160,18/11/2024,18/11/2024,18/11/2024,Sesión PSIA médico,23,3,16,11,4,7,4.0,4,"Carrillo Martínez, Eduardo",1,,7,1,6,,1,Municipio Metro,1,5,2,
161,19/04/2025,19/04/2025,19/04/2025,Charla higiene dental infantil,11,1,22,15,4,11,1.0,2,"Marín Mora, Elena",0,6,,1,7,,0,Granada,0,8,7,
162,11/02/2025,11/02/2025,11/02/2025,Sesión PSIA médico,0,10,17,17,8,9,1.2,3,"Molina Toboso, Josefa",0,10,,0,6,,1,Granada,0,7,4,
163,02/03/2025,02/03/2025,02/03/2025,Sesión AVISTA,17,20,1,6,2,4,0.8,1,"Toboso Linares, Amparo",0,5,,1,13,,0,Granada,0,7,0,
164,07/11/2024,07/11/2024,07/11/2024,Taller parentalidad positiva,23,3,8,20,7,13,2.7,2,"Flores Moreno, Lucía",0,8,,0,7,,0,Granada,0,9,8,
165,15/02/2024,15/02/2024,15/02/2024,Charla alimentación saludable,17,17,21,14,5,9,2.8,1,"Serrano Millán, Andrea",0,10,,0,6,,1,Granada,0,1,10,
166,28/04/2025,28/04/2025,28/04/2025,Mapeo de activos comunitarios,23,6,19,29,12,17,3.0,1,"Ibáñez Trujillo, Víctor",0,8,,1,6,,2,Granada,1,5,11,
167,21/12/2024,21/12/2024,21/12/2024,Educación maternal,8,13,3,13,3,10,3.6,1,"Juárez Núñez, Fernando",0,0,,1,2,,2,Granada,1,6,7,
168,08/02/2025,08/02/2025,08/02/2025,Mesa salud mental comunitaria,23,27,16,15,6,9,1.2,2,"Iglesias Zamora, Victoria",1,,19,1,6,,1,Municipio Metro,0,8,4,
169,25/02/2025,25/02/2025,25/02/2025,Sesión GRAFA,10,25,5,6,2,4,3.0,2,"Mora Montero, Irene",1,,10,1,2,2,2,Municipio Metro,0,4,4,
170,20/08/2025,20/08/2025,20/08/2025,Mesa de salud escolar,23,17,6,23,11,12,2.9,4,"Ramos Juárez, Ramón",1,,7,1,6,,2,Municipio Metro,0,6,15,
171,05/04/2025,05/04/2025,05/04/2025,Ed. grupal diabetes tipo 2,8,10,10,18,3,15,3.8,2,"Lozano Úbeda, Adrián",0,12,,1,2,,1,Granada,0,7,10,
172,08/03/2025,08/03/2025,08/03/2025,Taller GRUSE cuidadoras,5,15,2,16,4,12,1.9,1,"Soler Santos, Encarnación",0,11,,1,2,4,2,Granada,1,6,1,
173,10/01/2025,10/01/2025,10/01/2025,Charla higiene dental infantil,23,15,8,12,3,9,2.9,2,"Díaz Montoya, Esperanza",1,,13,0,7,,2,Municipio Metro,0,8,4,
174,14/01/2025,14/01/2025,14/01/2025,Ed. grupal EPOC/asma,6,10,9,17,3,14,3.6,1,"Heredia Ibáñez, Isabel",0,9,,1,2,6,2,Granada,0,8,12,
175,26/12/2025,26/12/2025,26/12/2025,Intervención familias vulnerables,17,28,14,10,5,5,1.1,3,"Ortega Pedrosa, Claudia",1,,12,0,13,,2,Municipio Metro,1,4,9,
176,25/12/2025,25/12/2025,25/12/2025,Intervención social RELAS,23,5,20,14,3,11,0.5,3,"Parra Pedrosa, Rebeca",1,,3,1,13,,0,Municipio Metro,0,7,7,
177,16/07/2024,16/07/2024,16/07/2024,Taller higiene postural,22,12,2,3,1,2,1.5,2,"Gómez Montilla, Irene",0,9,,1,5,,0,Granada,1,0,9,
178,03/11/2024,03/11/2024,03/11/2024,Sesión PIOBIN enfermería,10,8,9,14,4,10,2.9,2,"Pascual Sánchez, Alicia",1,,5,1,2,,1,Municipio Metro,0,6,2,
179,27/02/2025,27/02/2025,27/02/2025,Jornada salud comunitaria barrio,0,3,6,23,12,11,2.3,2,"Contreras Vergara, Tomás",1,,3,1,6,,2,Municipio Metro,0,1,15,
180,23/12/2025,23/12/2025,23/12/2025,Sesión PSIA médico,22,24,22,14,6,8,2.7,2,"Rueda Muñoz, Dámaso",1,,10,1,6,,0,Municipio Metro,0,3,9,
181,15/01/2024,15/01/2024,15/01/2024,Sesión Forma Joven - sexualidad,23,10,16,26,8,18,1.9,3,"Ibáñez Salas, Inés",1,,6,0,6,,0,Municipio Metro,0,4,2,
182,10/10/2024,10/10/2024,10/10/2024,PSIA sesión grupal,14,7,19,23,11,12,3.0,1,"Gallego Mateo, Carmen",1,,3,1,6,,1,Municipio Metro,0,0,4,
183,05/04/2025,05/04/2025,05/04/2025,Mesa salud mental comunitaria,19,24,25,25,12,13,3.1,3,"Reyes Olmedo, Carlos",1,,14,0,6,,2,Municipio Metro,0,5,2,
184,09/05/2024,09/05/2024,09/05/2024,Jornada participación ciudadana,20,21,12,22,9,13,2.6,2,"Herrera Soler, Pablo",1,,20,1,9,,0,Municipio Metro,0,3,11,
185,27/03/2025,27/03/2025,27/03/2025,Sesión coordinación servicios sociales,3,5,18,5,1,4,3.2,1,"Luque Parra, Gloria",1,,5,0,13,,1,Municipio Metro,0,8,9,
186,05/11/2024,05/11/2024,05/11/2024,Sesión Forma Joven pediatría,0,15,21,18,9,9,3.0,4,"Fernández Heredia, Maite",1,,16,1,7,,2,Municipio Metro,0,1,10,
187,02/03/2025,02/03/2025,02/03/2025,Taller incontinencia urinaria,9,4,3,5,1,4,2.7,2,"Gallego Navarrete, Gloria",1,,9,1,2,2,2,Municipio Metro,1,2,5,
188,04/09/2024,04/09/2024,04/09/2024,Taller incontinencia urinaria,23,15,10,8,3,5,1.6,2,"Prieto Romero, Amelia",1,,3,0,2,,2,Municipio Metro,0,8,14,
189,05/02/2024,05/02/2024,05/02/2024,Taller incontinencia urinaria,10,15,16,6,2,4,1.1,4,"Espinosa Juárez, Lourdes",0,6,,1,2,,2,Granada,1,7,4,
190,27/03/2024,27/03/2024,27/03/2024,Sesión coordinación PSIA,3,1,4,25,6,19,2.1,2,"Pérez Barrios, Andrés",0,4,,1,9,,1,Granada,0,5,10,
191,16/03/2025,16/03/2025,16/03/2025,Escuela Pacientes - EPOC,10,4,16,11,5,6,3.2,2,"Juárez Trujillo, Claudia",0,7,,0,2,4,1,Granada,0,6,13,
192,18/08/2024,18/08/2024,18/08/2024,Sesión menopausia,22,12,10,8,2,6,2.0,4,"Calvo Flores, Ana",1,,10,0,2,,2,Municipio Metro,1,9,15,
193,19/04/2024,19/04/2024,19/04/2024,Sesión PSIA médico,20,7,22,12,4,8,0.7,1,"Carrillo Martínez, Eduardo",1,,14,1,6,,0,Municipio Metro,1,2,0,
194,22/05/2024,22/05/2024,22/05/2024,Taller incontinencia urinaria,11,12,3,12,5,7,2.9,3,"Rueda Medina, Lucía",0,9,,1,2,6,2,Granada,1,8,12,
195,28/05/2024,28/05/2024,28/05/2024,Sesión GRAFA,8,25,16,5,2,3,3.9,1,"González Núñez, Raquel",1,,1,1,2,,2,Municipio Metro,0,6,12,
196,14/01/2025,14/01/2025,14/01/2025,Mesa de salud escolar,17,17,14,12,6,6,3.7,4,"Flores Méndez, Verónica",0,2,,0,6,,0,Granada,0,2,15,
197,14/10/2025,14/10/2025,14/10/2025,Intervención familias vulnerables,17,5,18,13,3,10,3.6,4,"Quevedo Arias, Mónica",0,10,,1,13,,1,Granada,0,3,5,
198,20/02/2025,20/02/2025,20/02/2025,Sesión PIOBIN enfermería,13,12,3,14,5,9,3.7,3,"Muñoz Pedrosa, Gloria",1,,7,0,2,1,1,Municipio Metro,0,1,4,
199,24/12/2025,24/12/2025,24/12/2025,Charla prevención caídas mayores,17,25,7,20,8,12,1.4,1,"Espejo Fuentes, Victoria",1,,2,1,6,,2,Municipio Metro,0,7,14,
200,16/05/2025,16/05/2025,16/05/2025,Mesa salud mental comunitaria,17,1,22,14,8,6,3.7,3,"Herrera Salinas, Pilar",1,,9,1,6,,2,Municipio Metro,1,4,0,
201,16/10/2024,16/10/2024,16/10/2024,Taller lactancia materna,7,7,16,8,3,5,1.5,3,"Guerrero Sánchez, Josefa",0,12,,0,2,1,1,Granada,0,2,8,
202,08/11/2025,08/11/2025,08/11/2025,Charla prevención caídas,23,10,2,12,2,10,2.6,2,"Hinojosa Palomino, Alberto",1,,10,1,5,,2,Municipio Metro,0,3,11,
203,21/02/2024,21/02/2024,21/02/2024,Taller dolor crónico,13,16,10,10,4,6,3.1,2,"García Quintero, Lidia",0,7,,1,2,6,1,Granada,1,7,12,
204,11/10/2025,11/10/2025,11/10/2025,Intervención familias vulnerables,22,20,24,14,4,10,3.8,4,"Chacón Navarrete, Óscar",1,,3,1,13,,0,Municipio Metro,0,9,12,
205,25/03/2025,25/03/2025,25/03/2025,Charla vacunas adultos,23,1,7,25,11,14,2.9,2,"Fuentes Navarro, Sandra",1,,18,1,6,,0,Municipio Metro,0,8,3,
206,15/10/2025,15/10/2025,15/10/2025,Escuela Pacientes - EPOC,6,10,17,5,1,4,0.7,2,"Baena Montoya, Amelia",0,3,,1,2,,1,Granada,0,9,5,
207,23/04/2024,23/04/2024,23/04/2024,Sesión menopausia,9,13,17,13,3,10,1.5,4,"Rueda Soler, Rebeca",1,,2,0,2,,0,Municipio Metro,0,5,1,
208,27/09/2024,27/09/2024,27/09/2024,Ed. grupal diabetes tipo 2,23,3,9,7,2,5,2.8,1,"Redondo Millán, Paloma",0,14,,1,2,4,2,Granada,0,0,2,
209,19/03/2024,19/03/2024,19/03/2024,Charla prevención accidentes infancia,11,27,21,9,3,6,3.8,4,"Fernández León, César",0,7,,1,7,,2,Granada,1,7,15,
210,13/02/2025,13/02/2025,13/02/2025,Taller activos salud mental,20,21,25,18,5,13,3.2,1,"Palomino Olmedo, Diego",1,,0,0,9,,2,Municipio Metro,1,8,10,
211,27/03/2024,27/03/2024,27/03/2024,Taller movilidad articular,23,8,25,8,1,7,2.8,3,"Carrillo Infante, Gloria",1,,5,1,5,,1,Municipio Metro,1,7,6,
212,02/05/2024,02/05/2024,02/05/2024,Sesión GRAFA,5,17,9,11,5,6,2.4,3,"Pardo Montilla, Cristina",1,,7,1,2,4,2,Municipio Metro,1,1,6,
213,22/09/2025,22/09/2025,22/09/2025,Charla alimentación saludable,22,25,7,13,7,6,3.1,4,"Reyes Olmedo, Carlos",0,9,,0,6,,2,Granada,1,2,1,
214,27/10/2024,27/10/2024,27/10/2024,Jornada participación ciudadana,3,26,4,10,2,8,0.9,2,"Pérez Barrios, Andrés",1,,18,1,9,,2,Municipio Metro,0,5,3,
215,19/10/2025,19/10/2025,19/10/2025,Ponencia salud mental,4,10,21,25,10,15,1.7,1,"Gallego Mateo, Carmen",1,,6,0,6,,1,Municipio Metro,0,7,7,
216,26/04/2024,26/04/2024,26/04/2024,Sesión clínica formativa,23,29,6,3,1,2,0.5,2,"Espinosa Giménez, Aurelio",0,2,,1,10,,1,Granada,0,3,4,
217,09/09/2025,09/09/2025,09/09/2025,Sesión PSIA médico,3,27,17,21,12,9,1.1,4,"Escribano Quintero, Sara",0,2,,0,6,,0,Granada,0,3,3,
218,04/05/2025,04/05/2025,04/05/2025,Charla actividad física y salud,4,27,22,25,10,15,1.5,2,"Iglesias Reyes, Víctor",1,,14,1,6,,0,Municipio Metro,0,0,1,
219,12/09/2025,12/09/2025,12/09/2025,Ed. grupal EPOC/asma,7,8,5,15,4,11,0.7,1,"Fernández Ramos, Marcos",0,9,,1,2,,0,Granada,0,7,10,
220,07/02/2025,07/02/2025,07/02/2025,Sesión Forma Joven pediatría,11,15,22,12,6,6,3.1,2,"Navarro Iglesias, Lidia",0,1,,1,7,,0,Granada,0,2,6,
221,12/01/2025,12/01/2025,12/01/2025,Taller GRUSE cuidadoras,13,25,10,18,7,11,0.9,1,"Pardo Montilla, Cristina",0,5,,1,2,1,0,Granada,0,9,5,
222,20/09/2025,20/09/2025,20/09/2025,Intervención familias vulnerables,23,5,24,5,1,4,2.2,2,"Peña Flores, Rebeca",1,,7,0,13,,1,Municipio Metro,0,3,7,
223,14/11/2024,14/11/2024,14/11/2024,Taller salud laboral,0,14,25,28,13,15,0.7,4,"Arias Carrillo, Ignacio",1,,18,1,6,,2,Municipio Metro,0,7,15,
224,23/01/2024,23/01/2024,23/01/2024,Sesión vacunas infantiles,23,23,8,11,3,8,0.6,3,"Flores Moreno, Lucía",0,4,,1,7,,1,Granada,0,6,5,
225,21/12/2024,21/12/2024,21/12/2024,Charla prevención caídas,23,12,25,7,2,5,2.4,3,"Díaz Maldonado, Esther",1,,2,0,5,,1,Municipio Metro,0,0,11,
226,04/02/2024,04/02/2024,04/02/2024,Rehabilitación cardiaca grupal,22,10,16,10,3,7,3.0,2,"Carrillo Reyes, Esther",1,,11,1,2,3,2,Municipio Metro,0,3,7,
227,12/11/2024,12/11/2024,12/11/2024,Sesión coordinación servicios sociales,22,5,18,5,2,3,2.1,1,"Molina Rueda, Noelia",1,,8,1,13,,2,Municipio Metro,0,1,6,
228,03/03/2025,03/03/2025,03/03/2025,Ed. grupal rehab. respiratoria,5,16,5,6,2,4,2.9,4,"Cañas Pascual, Alicia",0,1,,1,2,2,2,Granada,0,7,11,
229,15/02/2025,15/02/2025,15/02/2025,Sesión Forma Joven pediatría,20,27,21,7,2,5,3.4,3,"Núñez Gutiérrez, Paloma",0,1,,1,7,,2,Granada,0,8,14,
230,10/03/2025,10/03/2025,10/03/2025,Mesa de salud escolar,19,6,22,13,6,7,1.5,1,"Rubio Moya, Roberto",0,4,,1,6,,2,Granada,0,8,9,
231,27/06/2024,27/06/2024,27/06/2024,Taller pantallas y salud,11,20,8,7,3,4,0.9,3,"Lozano Millán, Lourdes",0,1,,1,7,,1,Granada,1,7,5,
232,13/01/2024,13/01/2024,13/01/2024,Charla recursos sociales y salud,23,20,18,14,6,8,3.9,3,"Aguilar Gutiérrez, Diego",0,7,,1,13,,2,Granada,0,7,10,
233,04/11/2025,04/11/2025,04/11/2025,Charla higiene dental infantil,20,15,21,8,4,4,2.7,2,"Pedrosa Herrera, Gloria",0,8,,0,7,,2,Granada,0,8,7,
234,07/09/2024,07/09/2024,07/09/2024,Taller cuidadoras personas dependientes,11,13,16,18,6,12,2.2,1,"Chacón Vergara, Maite",1,,2,1,2,,1,Municipio Metro,0,0,9,
235,12/12/2024,12/12/2024,12/12/2024,Taller incontinencia urinaria,7,12,5,8,2,6,3.1,4,"Méndez González, Sergio",1,,2,1,2,,1,Municipio Metro,1,9,2,
236,07/05/2024,07/05/2024,07/05/2024,Taller hipertensión,7,4,5,17,5,12,1.8,1,"Moya Ruiz, Eva",1,,2,1,2,3,0,Municipio Metro,0,6,9,
237,27/10/2024,27/10/2024,27/10/2024,Charla EPOC y tabaco,3,27,17,13,5,8,1.0,3,"Pérez Iglesias, Paloma",1,,14,1,6,,1,Municipio Metro,0,3,0,
238,25/04/2024,25/04/2024,25/04/2024,Escuela Pacientes - EPOC,10,4,16,12,4,8,3.5,4,"Bravo Gutiérrez, Noelia",1,,11,1,2,,1,Municipio Metro,1,0,4,
239,15/11/2024,15/11/2024,15/11/2024,Intervención social RELAS,22,20,18,7,2,5,3.7,3,"Quevedo Arias, Mónica",0,0,,1,13,,0,Granada,0,2,3,
240,18/08/2025,18/08/2025,18/08/2025,Sesión GRAFA,7,4,3,8,2,6,1.8,3,"Montoya Lozano, Rebeca",1,,9,1,2,,1,Municipio Metro,0,2,3,
241,26/08/2024,26/08/2024,26/08/2024,Intervención riesgo conducta suicida,23,4,1,13,3,10,3.0,1,"Ortega Pedrosa, Claudia",1,,16,1,13,,0,Municipio Metro,0,4,11,
242,27/05/2024,27/05/2024,27/05/2024,Taller primeros auxilios,1,30,25,6,2,4,3.1,1,"Campos Jiménez, Mercedes",1,,10,1,4,,1,Municipio Metro,1,2,2,
243,23/02/2025,23/02/2025,23/02/2025,Taller actividad física infantil,0,1,8,15,6,9,1.2,1,"Navajas Maldonado, Consuelo",0,12,,1,7,,0,Granada,1,0,3,
244,20/04/2024,20/04/2024,20/04/2024,Taller cuidadoras personas dependientes,10,13,17,5,2,3,3.1,3,"Gallego Ruiz, Natalia",0,5,,1,2,,2,Granada,0,8,2,
245,27/04/2024,27/04/2024,27/04/2024,Charla actividad física y salud,14,24,22,29,16,13,3.1,1,"Flores Quintero, Ana",1,,6,1,6,,2,Municipio Metro,0,1,5,
246,13/12/2024,13/12/2024,13/12/2024,Taller incontinencia urinaria,22,12,9,15,6,9,2.1,2,"Castillo Carmona, Lidia",0,1,,0,2,3,1,Granada,1,4,14,
247,22/08/2025,22/08/2025,22/08/2025,Ponencia jornada distrital,23,9,25,6,1,5,1.2,1,"Giménez Gutiérrez, Carmen",0,6,,0,14,,2,Granada,0,1,12,
248,17/03/2025,17/03/2025,17/03/2025,Charla alcohol,19,5,19,17,7,10,0.9,2,"Navarro Mora, José",0,6,,0,6,,1,Granada,1,6,15,
249,25/09/2024,25/09/2024,25/09/2024,Charla higiene dental infantil,20,20,22,23,10,13,2.8,4,"Medina Fernández, Inés",1,,20,0,7,,1,Municipio Metro,0,3,4,
250,04/01/2024,04/01/2024,04/01/2024,Charla prevención accidentes infancia,0,23,8,24,10,14,2.9,2,"Prieto Bravo, Lourdes",1,,0,1,7,,2,Municipio Metro,0,7,6,
251,22/10/2024,22/10/2024,22/10/2024,Sesión IAHS,3,14,22,26,11,15,0.6,1,"Calvo Bravo, Remedios",0,5,,0,6,,1,Granada,0,0,1,
252,28/06/2024,28/06/2024,28/06/2024,Sesión psicoeducación familiar,3,14,3,6,2,4,3.2,4,"Millán Gómez, Rodrigo",1,,4,1,8,,0,Municipio Metro,0,6,8,
253,19/04/2025,19/04/2025,19/04/2025,Taller PRIA violencia género,3,20,20,8,4,4,0.7,3,"Ortega Pedrosa, Claudia",1,,9,0,13,,1,Municipio Metro,0,6,11,
254,22/02/2024,22/02/2024,22/02/2024,Sesión IG EPOC,10,8,5,6,2,4,3.5,1,"Aguilar Vera, Dolores",1,,18,1,2,1,1,Municipio Metro,0,6,8,
255,23/01/2024,23/01/2024,23/01/2024,Taller higiene postural,3,12,5,8,3,5,0.8,4,"Fernández Ibáñez, Vanessa",1,,12,1,5,,2,Municipio Metro,0,9,9,
256,14/12/2024,14/12/2024,14/12/2024,Taller dolor crónico,8,7,16,16,5,11,1.5,1,"Méndez Navajas, Héctor",1,,2,1,2,5,2,Municipio Metro,0,1,10,
257,03/09/2024,03/09/2024,03/09/2024,Sesión IAHS,23,7,16,16,9,7,3.4,3,"Pérez Martínez, Manuel",1,,6,1,6,,1,Municipio Metro,0,7,5,
258,21/01/2024,21/01/2024,21/01/2024,Taller actividad física infantil,23,3,8,18,5,13,3.8,3,"Pedrosa Domínguez, Rocío",1,,6,1,7,,1,Municipio Metro,0,3,4,
259,22/12/2025,22/12/2025,22/12/2025,Sesión vacunas infantiles,20,27,14,18,5,13,1.4,3,"Navarrete Lara, Amelia",1,,2,1,7,,0,Municipio Metro,1,0,7,
260,15/10/2024,15/10/2024,15/10/2024,Taller movilidad articular,3,12,25,5,2,3,0.6,3,"Montero Campos, Raúl",1,,1,1,5,,2,Municipio Metro,0,0,1,
261,11/03/2024,11/03/2024,11/03/2024,Mesa de salud escolar,14,3,6,28,11,17,3.6,4,"Jiménez Parra, Amparo",1,,13,1,6,,0,Municipio Metro,0,9,8,
262,03/04/2025,03/04/2025,03/04/2025,Ed. grupal diabetes tipo 2,7,10,10,9,3,6,1.9,2,"Escribano Carmona, Eva",1,,10,1,2,,1,Municipio Metro,0,4,1,
263,18/04/2025,18/04/2025,18/04/2025,Taller cuidadoras personas dependientes,9,8,16,11,4,7,1.5,2,"Iglesias León, Fátima",0,6,,1,2,6,2,Granada,1,0,7,
264,18/09/2024,18/09/2024,18/09/2024,Taller dolor crónico,5,25,3,17,4,13,2.4,2,"Trujillo Espejo, María",1,,11,1,2,,0,Municipio Metro,0,2,14,
265,11/09/2025,11/09/2025,11/09/2025,Sesión coordinación servicios sociales,23,20,20,7,3,4,3.2,4,"Aguilar Gutiérrez, Diego",1,,1,1,13,,0,Municipio Metro,0,4,2,
266,14/12/2024,14/12/2024,14/12/2024,Charla diabetes preventiva,4,1,21,23,8,15,2.7,2,"Navajas Maldonado, César",1,,14,0,6,,1,Municipio Metro,0,1,3,
267,25/11/2025,25/11/2025,25/11/2025,Intervención comunitaria barrio desfavorecido,3,1,4,28,10,18,2.2,2,"Santos Domínguez, Sandra",1,,13,1,9,,0,Municipio Metro,1,5,5,
268,13/01/2025,13/01/2025,13/01/2025,Sesión coordinación servicios sociales,17,20,14,14,4,10,2.7,1,"Peña Flores, Rebeca",0,0,,0,13,,2,Granada,0,4,4,
269,12/03/2024,12/03/2024,12/03/2024,Ed. grupal diabetes tipo 2,8,16,3,12,3,9,3.7,4,"Medina Cano, Sofía",0,11,,1,2,6,1,Granada,1,3,6,
270,24/10/2024,24/10/2024,24/10/2024,Mapeo de activos comunitarios,19,25,22,11,6,5,1.4,4,"Bravo Cano, Ascensión",0,12,,0,6,,1,Granada,1,5,12,
271,07/10/2025,07/10/2025,07/10/2025,Charla higiene dental infantil,20,3,8,8,3,5,0.7,2,"Pedrosa Fuentes, Fátima",1,,8,0,7,,2,Municipio Metro,0,4,12,
272,12/10/2025,12/10/2025,12/10/2025,Ed. grupal rehab. respiratoria,11,13,3,8,3,5,3.8,4,"Pardo Gómez, Susana",0,2,,0,2,3,0,Granada,0,7,8,
273,12/12/2025,12/12/2025,12/12/2025,Intervención riesgo conducta suicida,17,20,20,11,3,8,1.4,3,"Parra Pedrosa, Rebeca",1,,8,1,13,,0,Municipio Metro,0,7,1,
274,09/04/2025,09/04/2025,09/04/2025,Taller cesación tabáquica,6,17,9,5,2,3,3.0,4,"Carrillo Reyes, Esther",1,,15,1,2,1,1,Municipio Metro,0,2,8,
275,19/07/2025,19/07/2025,19/07/2025,Sesión menopausia,5,16,16,7,1,6,1.4,4,"Blanco Álvarez, Cristina",1,,18,1,2,,0,Municipio Metro,0,9,3,
276,05/11/2024,05/11/2024,05/11/2024,Taller lactancia materna,13,17,16,11,2,9,2.6,1,"Arias Soler, Gloria",1,,15,1,2,1,2,Municipio Metro,1,0,9,
277,26/11/2024,26/11/2024,26/11/2024,Ed. grupal EPOC/asma,11,25,3,10,4,6,1.1,4,"Guerrero Giménez, Lidia",1,,19,1,2,2,2,Municipio Metro,1,4,15,
278,24/02/2025,24/02/2025,24/02/2025,Foro salud barrio,22,26,25,12,3,9,3.4,2,"Peña Aguilar, Esther",1,,19,1,9,,2,Municipio Metro,0,6,11,
279,14/09/2025,14/09/2025,14/09/2025,Ed. grupal rehab. respiratoria,6,16,5,14,4,10,3.0,4,"Castillo Carmona, Lidia",0,7,,1,2,6,1,Granada,0,2,9,
280,19/10/2024,19/10/2024,19/10/2024,Escuela Pacientes - diabetes,22,8,9,6,2,4,0.8,3,"Giménez Trujillo, Leire",1,,16,1,2,5,1,Municipio Metro,1,2,12,
281,03/02/2024,03/02/2024,03/02/2024,Ed. grupal diabetes tipo 2,7,10,16,14,3,11,2.1,3,"Pérez Molina, Amparo",0,9,,1,2,2,1,Granada,0,1,13,
282,04/01/2025,04/01/2025,04/01/2025,Taller cuidadoras personas dependientes,11,16,9,16,3,13,2.6,4,"Herrera Parra, Susana",1,,12,0,2,5,0,Municipio Metro,0,0,6,
283,07/01/2024,07/01/2024,07/01/2024,Taller actividad física mayores,23,12,5,11,2,9,2.4,1,"Navarrete Reyes, Rebeca",1,,13,1,5,,0,Municipio Metro,1,2,14,
284,16/04/2025,16/04/2025,16/04/2025,Taller hipertensión,11,1,16,9,2,7,1.9,3,"Cortés Lozano, Ana",1,,6,1,2,6,2,Municipio Metro,0,4,1,
285,13/04/2025,13/04/2025,13/04/2025,Taller actividad física mayores,3,10,5,8,3,5,1.6,1,"Campos Aguilar, Carmen",0,0,,0,5,,2,Granada,0,5,14,
286,14/11/2025,14/11/2025,14/11/2025,Taller GRUSE cuidadoras,7,16,16,9,4,5,1.3,3,"Soler Giménez, Olga",1,,15,1,2,,1,Municipio Metro,0,5,15,
287,10/06/2024,10/06/2024,10/06/2024,Charla EPOC y tabaco,17,5,16,12,7,5,2.2,4,"Ibáñez Trujillo, Víctor",1,,4,1,6,,0,Municipio Metro,0,4,11,
288,06/10/2025,06/10/2025,06/10/2025,Taller cuidadoras personas dependientes,5,4,3,9,4,5,1.3,2,"Juárez Núñez, Fernando",0,1,,1,2,3,2,Granada,0,9,3,
