record_id,fecha_de_inicio,fecha_de_fin,fecha_del_registro,nombre_de_la_actividad,tipo_de_actividad,qu_tem_tica_s_aborda_la_ac,en_qu_estrategia_plan_inte,asist_total,asist_hombres,asist_mujeres,n_mero_de_horas,n_mero_de_sesiones,apellidos_y_nombre,distrito0,unidad_asistencial,unidad_asistencial_2,sexo,categor_a_profesional,especialidad_de_enfermer_a,horario,localidad_donde_se_realiza,es_una_zona_desfavorecidas,lugar_de_realizaci_n_de_la,poblaci_n_destinataria
147,22/06/2025,29/06/2025,27/06/2025,Taller de otras temáticas,23,30,1,17,4,13,3.6,2,"Blanco Vega, Inmaculada",0,2,,F,6,,1,Cartuja,0,0,8
148,03/06/2024,02/09/2024,05/06/2024,Grupo cuidadoras,5,7,2,14,6,8,33.6,14,"Molina Reyes, Silvia",0,2,,F,2,9,1,Cartuja,0,4,6
149,03/06/2024,22/07/2024,06/06/2024,Taller de uso medicamento,23,25,11,21,11,10,12.8,8,"Flores Carmona, Carmen",0,2,,F,4,,1,Cartuja,0,12,10
150,15/05/2025,21/08/2025,20/05/2025,Programa educación maternal,11,29,25,14,2,12,24.0,15,"Rubio Montero, Pilar",0,2,,F,2,8,0,Cartuja,0,14,7
151,26/07/2024,16/08/2024,29/07/2024,Taller de menopausia,23,17,25,24,10,14,6.8,4,"Flores Carmona, Carmen",0,2,,F,4,,1,Cartuja,0,2,11
152,07/11/2024,07/11/2024,10/11/2024,Mesa informativa: tabaco,19,7,13,35,8,27,1.7,1,"Blanco Vega, Inmaculada",0,2,,F,6,,1,Cartuja,0,5,12
153,02/05/2025,04/07/2025,02/05/2025,IAHS,14,16,19,23,8,15,21.0,10,"Rubio Montero, Pilar",0,2,,F,2,8,0,Cartuja,0,13,6
154,20/04/2024,27/04/2024,21/04/2024,Sesión clínica: manejo enf. crónicas,21,16,1,13,3,10,3.0,2,"Ortiz Fernández, Carmen",0,2,,F,6,,2,Cartuja,0,5,2
155,31/08/2025,28/09/2025,01/09/2025,Taller de menopausia,23,17,8,25,13,12,8.5,5,"Flores Carmona, Carmen",0,2,,F,4,,2,Cartuja,0,2,8
156,22/12/2025,22/12/2025,22/12/2025,Charla sobre manejo enf. crónicas,0,16,13,49,10,39,0.8,1,"Flores Carmona, Carmen",0,2,,F,4,,1,Cartuja,0,1,15
157,16/01/2024,23/04/2024,17/01/2024,Grupo diabetológico,7,1,1,14,4,10,25.5,15,"Rubio Montero, Pilar",0,2,,F,2,8,0,Cartuja,0,2,1
158,02/07/2025,02/07/2025,07/07/2025,Mesa informativa: menopausia,19,17,11,46,24,22,1.8,1,"Flores Carmona, Carmen",0,2,,F,4,,2,Cartuja,0,14,12
159,02/06/2025,04/08/2025,02/06/2025,Rehabilitación respiratoria,10,21,14,22,15,7,25.0,10,"Molina Reyes, Silvia",0,2,,F,2,9,2,Cartuja,0,10,15
160,29/06/2024,10/08/2024,30/06/2024,IAHS,14,3,7,25,12,13,17.5,7,"Rubio Montero, Pilar",0,2,,F,2,8,1,Cartuja,0,4,3
161,08/08/2024,14/11/2024,08/08/2024,IAHS,14,16,21,25,9,16,25.5,15,"Rubio Gutiérrez, Carmen",0,2,,F,2,5,2,Cartuja,0,5,3
162,04/02/2025,04/03/2025,04/02/2025,Rehabilitación cardiaca,9,1,12,8,5,3,11.5,5,"Rubio Montero, Pilar",0,2,,F,2,8,1,Cartuja,0,13,10
163,18/03/2025,24/06/2025,22/03/2025,IAHS,14,6,8,11,3,8,27.0,15,"Rubio Montero, Pilar",0,2,,F,2,8,2,Cartuja,0,6,9
164,02/07/2025,16/07/2025,07/07/2025,Sesión formativa: bienestar emocional,22,4,6,26,12,14,5.4,3,"Gutiérrez Suárez, Irene",0,2,,F,9,,1,Cartuja,0,8,14
165,19/02/2024,19/02/2024,22/02/2024,Actividad PS: uso medicamento,4,25,19,30,10,20,1.1,1,"Blanco Vega, Inmaculada",0,2,,F,6,,0,Cartuja,0,10,11
166,27/12/2025,27/12/2025,30/12/2025,Charla sobre alimentación saludable,0,3,5,15,8,7,0.9,1,"Rubio Montero, Pilar",0,2,,F,2,8,2,Cartuja,0,3,10
167,04/12/2024,04/12/2024,08/12/2024,Charla sobre consumo alcohol,0,6,2,45,20,25,0.6,1,"Blanco Vega, Inmaculada",0,2,,F,6,,0,Cartuja,0,0,13
168,23/02/2025,13/04/2025,27/02/2025,Grupo diabetológico,7,4,4,21,11,10,17.6,8,"Rubio Montero, Pilar",0,2,,F,2,8,2,Cartuja,0,14,3
169,13/04/2024,13/07/2024,14/04/2024,Grupo cuidadoras,5,3,12,24,13,11,21.0,14,"Molina Reyes, Silvia",0,2,,F,2,9,2,Cartuja,0,12,13
170,05/07/2025,05/07/2025,08/07/2025,Ponencia: salud bucodental,20,23,17,54,27,27,2.3,1,"Gutiérrez Suárez, Irene",0,2,,F,9,,1,Cartuja,0,4,2
171,14/11/2024,21/11/2024,15/11/2024,Reunión coordinación — otras temáticas,3,30,10,5,1,4,3.8,2,"Flores Carmona, Carmen",0,2,,F,4,,0,Cartuja,0,3,3
172,29/05/2024,29/05/2024,31/05/2024,Charla sobre consumo alcohol,0,6,21,24,5,19,0.7,1,"Flores Carmona, Carmen",0,2,,F,4,,0,Cartuja,0,4,1
173,28/12/2024,15/02/2025,30/12/2024,GRAFA,12,30,16,24,10,14,15.2,8,"Rubio García, Raquel",0,2,,F,9,,0,Cartuja,1,12,6
174,10/02/2024,16/03/2024,14/02/2024,Taller de alimentación saludable,23,3,21,20,10,10,13.8,6,"Rubio García, Raquel",0,2,,F,9,,1,Cartuja,0,11,10
175,23/05/2024,30/05/2024,23/05/2024,Actividad PS: manejo enf. crónicas,24,16,24,35,17,18,2.2,2,"Ortiz Fernández, Carmen",0,2,,F,6,,1,Cartuja,0,8,7
176,25/07/2025,25/07/2025,28/07/2025,Ponencia: prev. accidentes,20,21,12,59,20,39,2.7,1,"Gutiérrez Suárez, Irene",0,2,,F,9,,0,Cartuja,0,0,4
177,16/04/2025,02/07/2025,21/04/2025,Rehabilitación cardiaca,9,15,8,13,6,7,28.8,12,"Molina Reyes, Silvia",0,2,,F,2,9,1,Cartuja,0,0,2
178,09/09/2024,16/09/2024,13/09/2024,Sesión clínica: vacunación,21,27,17,7,4,3,2.4,2,"Flores Carmona, Carmen",0,2,,F,4,,2,Cartuja,1,3,15
179,16/04/2024,16/04/2024,16/04/2024,Sesión formativa: tabaco,22,7,5,7,2,5,1.3,1,"Rubio Montero, Pilar",0,2,,F,2,8,1,Cartuja,0,5,13
180,13/07/2024,03/08/2024,15/07/2024,IAHS,14,29,23,8,4,4,9.6,4,"Molina Reyes, Silvia",0,2,,F,2,9,2,Cartuja,0,4,0
181,07/05/2025,07/05/2025,08/05/2025,Actividad PS: voluntades vitales,4,29,22,40,14,26,1.5,1,"Ortiz Fernández, Carmen",0,2,,F,6,,2,Cartuja,0,8,1
182,13/02/2025,13/02/2025,17/02/2025,Actividad PS: tabaco,4,7,20,34,11,23,1.6,1,"Ortiz Fernández, Carmen",0,2,,F,6,,2,Cartuja,0,0,4
183,28/02/2025,28/02/2025,01/03/2025,Mesa informativa: act. física,19,1,12,36,9,27,1.7,1,"Ortiz Fernández, Carmen",0,2,,F,6,,2,Cartuja,0,1,2
184,09/01/2025,16/01/2025,12/01/2025,Sesión formativa: bienestar emocional,22,4,18,16,7,9,2.2,2,"Blanco Vega, Inmaculada",0,2,,F,6,,2,Cartuja,0,3,4
185,16/07/2024,03/09/2024,17/07/2024,PIOBIN,15,15,5,15,4,11,14.4,8,"Molina Reyes, Silvia",0,2,,F,2,9,2,Cartuja,0,8,0
186,28/07/2024,04/08/2024,30/07/2024,Actividad PS: tabaco,24,7,16,33,15,18,3.6,2,"Ortiz Fernández, Carmen",0,2,,F,6,,2,Cartuja,0,6,1
187,27/12/2025,31/12/2025,30/12/2025,Sesión formativa: prev. accidentes,22,21,18,20,6,14,3.3,3,"Gutiérrez Suárez, Irene",0,2,,F,9,,0,Cartuja,0,12,15
188,13/05/2024,13/05/2024,15/05/2024,Sesión formativa: vacunación,22,27,22,9,2,7,1.6,1,"Ortiz Fernández, Carmen",0,2,,F,6,,1,Cartuja,1,1,13
189,26/09/2025,10/10/2025,27/09/2025,Reunión coordinación — manejo enf. crónicas,3,16,20,2,1,1,4.8,3,"Blanco Vega, Inmaculada",0,2,,F,6,,2,Cartuja,1,8,8
190,22/12/2024,05/01/2025,23/12/2024,Sesión formativa: menopausia,22,17,11,7,2,5,5.7,3,"Flores Carmona, Carmen",0,2,,F,4,,1,Cartuja,0,13,8
191,06/04/2025,22/06/2025,07/04/2025,Rehabilitación respiratoria,10,20,10,8,5,3,27.6,12,"Rubio Montero, Pilar",0,2,,F,2,8,0,Cartuja,0,9,10
192,11/08/2024,25/08/2024,15/08/2024,Reunión coordinación — voluntades vitales,3,29,18,7,3,4,3.3,3,"Blanco Vega, Inmaculada",0,2,,F,6,,2,Cartuja,0,13,3
193,21/08/2024,27/11/2024,26/08/2024,PIOBIN,15,30,11,23,5,18,27.0,15,"Rubio García, Raquel",0,2,,F,9,,2,Cartuja,0,10,8
194,21/11/2024,12/12/2024,24/11/2024,Reunión coordinación — act. física,3,1,21,4,1,3,8.0,4,"Blanco Vega, Inmaculada",0,2,,F,6,,1,Cartuja,0,3,6
195,20/03/2024,20/03/2024,25/03/2024,Charla sobre uso medicamento,0,25,13,59,17,42,1.3,1,"Flores Carmona, Carmen",0,2,,F,4,,0,Cartuja,0,10,0
196,17/04/2024,17/04/2024,18/04/2024,Mesa informativa: manejo enf. crónicas,19,16,4,43,9,34,0.6,1,"Blanco Vega, Inmaculada",0,2,,F,6,,1,Cartuja,0,14,13
197,16/07/2024,15/10/2024,17/07/2024,GRUSE,13,6,22,14,5,9,32.2,14,"Rubio García, Raquel",0,2,,F,9,,0,Cartuja,0,4,12
198,19/07/2025,19/07/2025,21/07/2025,Charla sobre primeros auxilios,0,22,10,40,20,20,2.0,1,"Gutiérrez Suárez, Irene",0,2,,F,9,,1,Cartuja,0,5,9
199,22/03/2024,12/04/2024,24/03/2024,Grupo cuidadoras,5,12,12,12,4,8,10.0,4,"Rubio Gutiérrez, Carmen",0,2,,F,2,5,1,Cartuja,0,0,7
200,31/12/2024,28/01/2025,04/01/2025,Ponencia: violencia género,20,28,25,95,51,44,11.0,5,"Gutiérrez Suárez, Irene",0,2,,F,9,,2,Cartuja,0,13,13
201,04/05/2024,17/08/2024,09/05/2024,Programa educación maternal,11,9,15,20,1,19,35.2,16,"Rubio Montero, Pilar",0,2,,F,2,8,2,Cartuja,1,12,5
202,27/11/2025,31/12/2025,02/12/2025,PIOBIN,15,29,14,21,8,13,11.2,7,"Rubio Gutiérrez, Carmen",0,2,,F,2,5,2,Cartuja,0,5,6
203,06/07/2025,19/10/2025,10/07/2025,Grupo dolor crónico,6,3,16,16,8,8,38.4,16,"Rubio Ruiz, Mercedes",0,3,,F,2,1,2,Casería de Montijo,1,7,5
204,10/12/2025,10/12/2025,11/12/2025,Mesa informativa: higiene manos,19,11,13,17,4,13,1.9,1,"Serrano Morales, José",0,3,,M,11,,0,Casería de Montijo,1,13,4
205,05/02/2024,05/02/2024,08/02/2024,Sesión formativa: uso medicamento,22,25,17,23,8,15,1.1,1,"Espinosa Torres, Inmaculada",0,3,,F,14,,0,Casería de Montijo,1,5,8
206,05/03/2025,23/04/2025,06/03/2025,Taller de vacunación,23,27,4,12,5,7,17.6,8,"Espinosa Torres, Inmaculada",0,3,,F,14,,1,Casería de Montijo,1,1,14
207,01/09/2025,15/09/2025,05/09/2025,Reunión coordinación — enf. transmisibles,3,9,25,10,2,8,3.3,3,"Cabrera Ramos, José",0,3,,M,2,8,2,Casería de Montijo,1,4,6
208,03/08/2025,14/09/2025,03/08/2025,Rehabilitación cardiaca,9,15,10,14,7,7,14.0,7,"Cabrera Ramos, José",0,3,,M,2,8,0,Casería de Montijo,1,11,15
209,01/02/2024,15/02/2024,02/02/2024,Sesión clínica: manejo enf. crónicas,21,16,10,10,2,8,3.0,3,"Alonso Ortiz, Elena",0,3,,F,6,,2,Casería de Montijo,1,3,5
210,14/12/2025,14/12/2025,17/12/2025,Charla sobre vacunación,0,27,13,59,15,44,1.7,1,"Montero García, Rafael",0,3,,M,14,,1,Casería de Montijo,1,3,7
211,26/11/2025,31/12/2025,26/11/2025,Grupo dolor crónico,6,11,24,9,4,5,27.3,13,"Delgado González, Ramón",0,3,,M,2,4,1,Casería de Montijo,1,14,1
212,25/11/2025,30/12/2025,27/11/2025,Taller de sexualidad,23,24,12,23,10,13,14.4,6,"Díaz Ortiz, Laura",0,3,,F,8,,0,Casería de Montijo,1,13,15
213,15/10/2024,15/10/2024,19/10/2024,Charla sobre vacunación,0,27,18,40,13,27,1.3,1,"Espinosa Torres, Inmaculada",0,3,,F,14,,1,Casería de Montijo,1,8,2
214,20/08/2025,03/09/2025,21/08/2025,Taller de otras adicciones,23,18,7,30,10,20,5.4,3,"Díaz Ortiz, Laura",0,3,,F,8,,1,Casería de Montijo,1,0,3
215,15/05/2025,31/07/2025,17/05/2025,Rehabilitación respiratoria,10,1,8,21,11,10,19.2,12,"Delgado González, Ramón",0,3,,M,2,4,0,Casería de Montijo,1,11,9
216,16/12/2025,31/12/2025,20/12/2025,PITA,16,9,7,11,5,6,11.0,5,"Cabrera Ramos, José",0,3,,M,2,8,1,Casería de Montijo,1,0,5
217,07/09/2024,12/10/2024,12/09/2024,Taller de bienestar emocional,23,4,23,12,3,9,17.4,6,"Díaz Ortiz, Laura",0,3,,F,8,,2,Casería de Montijo,1,7,6
218,01/05/2025,08/05/2025,03/05/2025,Mapeo de activos: prev. accidentes,18,21,1,28,7,21,3.2,2,"Serrano Morales, José",0,3,,M,11,,0,Casería de Montijo,1,0,12
219,22/05/2025,22/05/2025,22/05/2025,Charla sobre tabaco,0,7,22,54,20,34,2.0,1,"Flores Guerrero, Cristina",0,3,,F,9,,0,Casería de Montijo,1,11,12
220,02/02/2025,27/04/2025,06/02/2025,GRAFA,12,26,25,24,13,11,23.4,13,"Flores Guerrero, Cristina",0,3,,F,9,,0,Casería de Montijo,1,3,13
221,30/05/2025,15/08/2025,31/05/2025,Grupo diabetológico,7,3,23,17,4,13,28.8,12,"Delgado González, Ramón",0,3,,M,2,4,0,Casería de Montijo,1,5,3
222,07/10/2024,28/10/2024,10/10/2024,Reunión coordinación — higiene postural,3,12,8,5,3,2,6.8,4,"Delgado González, Ramón",0,3,,M,2,4,1,Casería de Montijo,1,13,15
223,01/05/2024,01/05/2024,06/05/2024,Charla sobre vacunación,0,27,7,51,18,33,1.6,1,"Montero García, Rafael",0,3,,M,14,,2,Casería de Montijo,1,10,5
224,10/02/2025,26/05/2025,15/02/2025,Grupo dolor crónico,6,20,13,16,5,11,35.2,16,"Cabrera Ramos, José",0,3,,M,2,8,2,Casería de Montijo,1,1,11
225,01/07/2024,15/07/2024,06/07/2024,Actividad PS: enf. transmisibles,24,9,22,35,19,16,5.7,3,"Serrano Morales, José",0,3,,M,11,,1,Casería de Montijo,1,2,12
226,30/12/2025,30/12/2025,30/12/2025,Mesa informativa: higiene manos,19,11,16,11,6,5,1.4,1,"Serrano Morales, José",0,3,,M,11,,1,Casería de Montijo,1,0,6
227,06/08/2024,20/08/2024,11/08/2024,Mapeo de activos: primeros auxilios,18,22,22,38,15,23,3.6,3,"Serrano Morales, José",0,3,,M,11,,1,Casería de Montijo,1,12,15
228,12/02/2024,08/04/2024,14/02/2024,PSIA,17,21,17,14,0,14,17.1,9,"Rubio Ruiz, Mercedes",0,3,,F,2,1,2,Casería de Montijo,1,4,10
229,06/10/2024,27/10/2024,11/10/2024,Reunión coordinación — alimentación saludable,3,3,5,9,3,6,4.4,4,"Alonso Ortiz, Elena",0,3,,F,6,,2,Casería de Montijo,1,5,14
230,11/12/2025,31/12/2025,13/12/2025,Programa educación maternal,11,6,13,12,1,11,24.2,11,"Delgado González, Ramón",0,3,,M,2,4,2,Casería de Montijo,1,6,4
231,01/08/2025,01/08/2025,05/08/2025,Mesa informativa: act. física,19,1,21,31,15,16,1.2,1,"Flores Guerrero, Cristina",0,3,,F,9,,2,Casería de Montijo,1,4,15
232,05/11/2025,31/12/2025,05/11/2025,Grupo diabetológico,7,27,9,13,7,6,33.6,14,"Cabrera Ramos, José",0,3,,M,2,8,0,Casería de Montijo,1,2,12
233,14/06/2025,19/07/2025,17/06/2025,Actividad PS: vacunación,1,27,14,40,21,19,14.4,6,"Serrano Morales, José",0,3,,M,11,,0,Casería de Montijo,1,7,2
234,24/09/2025,08/10/2025,24/09/2025,Sesión clínica: uso medicamento,21,25,22,14,7,7,4.5,3,"Espinosa Torres, Inmaculada",0,3,,F,14,,2,Casería de Montijo,1,12,3
235,22/03/2024,19/04/2024,22/03/2024,Taller de salud bucodental,23,23,6,22,9,13,7.5,5,"Montero García, Rafael",0,3,,M,14,,2,Casería de Montijo,1,10,15
236,27/11/2024,01/01/2025,29/11/2024,Taller de uso medicamento,23,25,20,25,11,14,9.6,6,"Montero García, Rafael",0,3,,M,14,,1,Casería de Montijo,1,3,2
237,02/11/2024,16/11/2024,03/11/2024,Sesión formativa: alimentación saludable,22,3,5,8,2,6,5.1,3,"Alonso Ortiz, Elena",0,3,,F,6,,0,Casería de Montijo,1,6,1
238,30/10/2024,30/10/2024,31/10/2024,Mesa informativa: tabaco,19,7,1,10,2,8,0.5,1,"Alonso Ortiz, Elena",0,3,,F,6,,0,Casería de Montijo,1,11,15
239,18/01/2024,18/04/2024,20/01/2024,PITA,16,23,4,12,7,5,32.2,14,"Flores Guerrero, Cristina",0,3,,F,9,,2,Casería de Montijo,1,1,13
240,30/10/2024,20/11/2024,01/11/2024,Mapeo de activos: vacunación,18,27,5,22,6,16,4.0,4,"Serrano Morales, José",0,3,,M,11,,1,Casería de Montijo,1,14,1
241,20/08/2025,22/10/2025,22/08/2025,PSIA,17,9,1,21,1,20,16.0,10,"Delgado González, Ramón",0,3,,M,2,4,2,Casería de Montijo,1,3,2
242,25/05/2025,01/06/2025,30/05/2025,Reunión coordinación — consumo alcohol,3,6,15,10,5,5,3.6,2,"Cabrera Ramos, José",0,3,,M,2,8,0,Casería de Montijo,1,0,0
243,19/01/2024,09/02/2024,24/01/2024,Reunión coordinación — voluntades vitales,3,29,19,6,3,3,5.2,4,"Rubio Ruiz, Mercedes",0,3,,F,2,1,1,Casería de Montijo,1,2,11
244,13/04/2025,18/05/2025,13/04/2025,Taller de uso medicamento,23,25,18,28,13,15,10.8,6,"Espinosa Torres, Inmaculada",0,3,,F,14,,0,Casería de Montijo,1,9,8
245,03/09/2024,10/09/2024,07/09/2024,Sesión formativa: envejecimiento,22,10,15,27,8,19,3.6,2,"Cabrera Ramos, José",0,3,,M,2,8,0,Casería de Montijo,1,14,9
246,21/06/2025,02/08/2025,22/06/2025,Rehabilitación respiratoria,10,6,17,23,11,12,13.3,7,"Delgado González, Ramón",0,3,,M,2,4,1,Casería de Montijo,1,2,8
247,05/09/2024,05/09/2024,05/09/2024,Charla sobre otras adicciones,0,18,16,26,10,16,1.5,1,"Díaz Ortiz, Laura",0,3,,F,8,,0,Casería de Montijo,1,13,1
248,20/03/2025,01/05/2025,21/03/2025,Grupo cuidadoras,5,7,10,17,8,9,15.4,7,"Rubio Ruiz, Mercedes",0,3,,F,2,1,1,Casería de Montijo,1,11,7
249,15/02/2025,15/02/2025,15/02/2025,Sesión formativa: higiene postural,22,12,17,9,4,5,1.9,1,"Rubio Ruiz, Mercedes",0,3,,F,2,1,1,Casería de Montijo,1,3,10
250,15/02/2025,15/02/2025,18/02/2025,Charla sobre primeros auxilios,0,22,24,18,4,14,1.7,1,"Cabrera Ramos, José",0,3,,M,2,8,0,Casería de Montijo,1,11,13
251,01/03/2024,01/03/2024,01/03/2024,Charla sobre salud bucodental,0,23,13,16,6,10,0.8,1,"Espinosa Torres, Inmaculada",0,3,,F,14,,2,Casería de Montijo,1,7,1
252,11/03/2025,13/05/2025,12/03/2025,IAHS,14,29,13,25,12,13,22.0,10,"Delgado González, Ramón",0,3,,M,2,4,1,Casería de Montijo,1,2,13
253,04/08/2025,01/09/2025,08/08/2025,Taller de higiene postural,23,12,11,22,5,17,14.5,5,"Rubio Ruiz, Mercedes",0,3,,F,2,1,0,Casería de Montijo,1,2,12
254,28/06/2024,28/06/2024,03/07/2024,Mesa informativa: uso medicamento,19,25,10,51,17,34,0.7,1,"Montero García, Rafael",0,3,,M,14,,0,Casería de Montijo,1,1,6
255,08/05/2024,12/06/2024,10/05/2024,Grupo diabetológico,7,6,7,23,6,17,13.2,6,"Cabrera Ramos, José",0,3,,M,2,8,0,Casería de Montijo,1,1,4
256,04/01/2025,04/01/2025,09/01/2025,Sesión formativa: alimentación saludable,22,3,9,7,3,4,1.9,1,"Montero García, Rafael",0,3,,M,14,,0,Casería de Montijo,1,2,3
257,22/01/2025,05/02/2025,22/01/2025,Sesión formativa: alimentación saludable,22,3,10,24,8,16,3.0,3,"Montero García, Rafael",0,3,,M,14,,2,Casería de Montijo,1,7,12
258,12/04/2024,12/04/2024,15/04/2024,Mesa informativa: uso medicamento,19,25,4,20,7,13,1.7,1,"Espinosa Torres, Inmaculada",0,3,,F,14,,1,Casería de Montijo,1,13,12
259,02/06/2024,09/06/2024,03/06/2024,Sesión clínica: vacunación,21,27,17,30,8,22,2.2,2,"Alonso Ortiz, Elena",0,3,,F,6,,1,Casería de Montijo,1,13,3
260,04/10/2024,27/12/2024,06/10/2024,Programa educación maternal,11,20,4,13,2,11,27.3,13,"Domínguez Ortiz, Mercedes",0,4,,F,7,,0,Caleta,1,14,2
261,05/01/2024,19/01/2024,10/01/2024,Ponencia: prev. accidentes,20,21,23,105,24,81,9.0,3,"Cruz Castro, Verónica",0,4,,F,11,,0,Caleta,0,4,4
262,24/02/2024,02/03/2024,26/02/2024,Mapeo de activos: primeros auxilios,18,22,17,38,19,19,3.2,2,"Cruz Castro, Verónica",0,4,,F,11,,1,Caleta,1,0,9
263,24/10/2024,19/12/2024,25/10/2024,Grupo cuidadoras,5,20,5,12,5,7,19.8,9,"Domínguez Ortiz, Mercedes",0,4,,F,7,,2,Caleta,0,2,4
264,20/07/2024,03/08/2024,23/07/2024,Reunión coordinación — incontinencia,3,13,23,2,0,2,3.9,3,"Espinosa Romero, Amparo",0,4,,F,5,,2,Caleta,0,10,13
265,12/01/2024,15/03/2024,12/01/2024,IAHS,14,23,21,10,4,6,17.0,10,"Ruiz Delgado, Mónica",0,4,,F,9,,1,Caleta,0,2,8
266,03/08/2024,16/11/2024,05/08/2024,GRUSE,13,21,20,19,4,15,36.8,16,"Ruiz Delgado, Mónica",0,4,,F,9,,2,Caleta,0,13,1
267,10/10/2025,10/10/2025,11/10/2025,Charla sobre salud bucodental,0,23,21,50,13,37,1.9,1,"Ruiz Delgado, Mónica",0,4,,F,9,,0,Caleta,0,0,11
268,02/07/2024,02/07/2024,04/07/2024,Ponencia: voluntades vitales,20,29,16,41,14,27,2.5,1,"Fernández Delgado, Ana",0,4,,F,6,,0,Caleta,0,11,6
269,24/03/2024,14/04/2024,27/03/2024,Taller de alimentación saludable,23,3,16,11,4,7,8.8,4,"Domínguez Ortiz, Mercedes",0,4,,F,7,,1,Caleta,0,13,15
270,15/10/2025,15/10/2025,17/10/2025,Mesa informativa: parentalidad positiva,19,20,20,25,13,12,1.5,1,"Domínguez Ortiz, Mercedes",0,4,,F,7,,1,Caleta,1,5,3
271,13/06/2024,20/06/2024,14/06/2024,Ponencia: otras temáticas,20,30,19,65,32,33,5.6,2,"Ruiz Hidalgo, Amparo",0,4,,F,6,,2,Caleta,0,10,15
272,31/12/2024,07/01/2025,01/01/2025,Sesión formativa: incontinencia,22,13,8,25,12,13,3.6,2,"Espinosa Romero, Amparo",0,4,,F,5,,0,Caleta,0,7,2
273,06/07/2025,13/07/2025,06/07/2025,Mapeo de activos: activos salud,18,2,1,8,2,6,2.6,2,"Ruiz Delgado, Mónica",0,4,,F,9,,2,Caleta,0,10,11
274,23/07/2024,13/08/2024,25/07/2024,IAHS,14,6,6,22,9,13,9.6,4,"Vargas Cortés, Patricia",0,4,,F,2,6,2,Caleta,0,9,13
275,21/06/2024,12/07/2024,24/06/2024,Ponencia: vacunación,20,27,25,26,9,17,11.6,4,"Rodríguez Cruz, Isabel",0,4,,F,6,,2,Caleta,0,5,2
276,22/09/2025,29/09/2025,25/09/2025,Actividad PS: enf. transmisibles,1,9,12,65,28,37,3.0,2,"Cruz Castro, Verónica",0,4,,F,11,,1,Caleta,0,13,6
277,27/07/2024,14/09/2024,31/07/2024,Taller de vacunación,23,27,10,13,4,9,22.4,8,"Fernández Delgado, Ana",0,4,,F,6,,0,Caleta,0,13,12
278,24/07/2025,24/07/2025,27/07/2025,Actividad PS: bienestar emocional,24,4,11,21,5,16,1.6,1,"Rodríguez Cruz, Isabel",0,4,,F,6,,2,Caleta,0,12,12
279,21/07/2024,11/08/2024,25/07/2024,Reunión coordinación — act. física,3,1,22,6,2,4,7.2,4,"Vargas Cortés, Patricia",0,4,,F,2,6,2,Caleta,0,12,8
280,08/04/2025,08/04/2025,13/04/2025,Actividad PS: vacunación,24,27,11,9,3,6,1.3,1,"Ruiz Hidalgo, Amparo",0,4,,F,6,,1,Caleta,0,13,0
281,04/11/2025,04/11/2025,07/11/2025,Mesa informativa: enf. transmisibles,19,9,4,53,24,29,0.8,1,"Carmona Fuentes, Sofía",0,4,,F,11,,0,Caleta,0,10,0
282,24/07/2024,14/08/2024,24/07/2024,Actividad PS: otras temáticas,24,30,25,32,14,18,4.4,4,"Cruz Castro, Verónica",0,4,,F,11,,1,Caleta,0,12,3
283,11/03/2024,11/03/2024,13/03/2024,Reunión coordinación — prev. accidentes,3,21,11,9,3,6,1.6,1,"Domínguez Fernández, Roberto",0,4,,M,2,7,2,Caleta,0,2,2
284,29/08/2025,29/08/2025,30/08/2025,Charla sobre manejo enf. crónicas,0,16,16,37,18,19,1.2,1,"Rodríguez Cruz, Isabel",0,4,,F,6,,0,Caleta,0,12,11
285,24/05/2025,07/06/2025,27/05/2025,Sesión formativa: otras temáticas,22,30,3,19,5,14,3.6,3,"Ruiz Hidalgo, Amparo",0,4,,F,6,,0,Caleta,0,3,1
286,09/03/2025,09/03/2025,13/03/2025,Sesión formativa: lactancia materna,22,15,20,21,5,16,2.0,1,"Domínguez Ortiz, Mercedes",0,4,,F,7,,0,Caleta,0,0,10
287,24/11/2025,15/12/2025,25/11/2025,Taller de parentalidad positiva,23,20,10,23,11,12,10.8,4,"Lara Cruz, Ignacio",0,4,,M,8,,1,Caleta,0,13,0
288,08/12/2025,08/12/2025,12/12/2025,Mesa informativa: uso medicamento,19,25,14,40,9,31,1.2,1,"Rodríguez Cruz, Isabel",0,4,,F,6,,1,Caleta,0,11,2
289,21/06/2025,21/06/2025,23/06/2025,Sesión formativa: primeros auxilios,22,22,2,23,9,14,1.8,1,"Cruz Castro, Verónica",0,4,,F,11,,2,Caleta,0,14,10
290,10/07/2024,07/08/2024,11/07/2024,PSIA,17,26,5,23,4,19,7.5,5,"Ruiz Delgado, Mónica",0,4,,F,9,,0,Caleta,0,12,10
291,12/06/2024,07/08/2024,12/06/2024,GRUSE,13,5,13,10,3,7,15.3,9,"Torres Sánchez, Tomás",0,4,,M,8,,0,Caleta,0,0,5
292,29/07/2025,19/08/2025,01/08/2025,Taller de consumo alcohol,23,6,6,27,7,20,6.4,4,"Lara Cruz, Ignacio",0,4,,M,8,,2,Caleta,0,6,1
293,22/04/2024,13/05/2024,23/04/2024,Actividad PS: otras temáticas,24,30,2,19,8,11,4.4,4,"Cruz Castro, Verónica",0,4,,F,11,,0,Caleta,0,9,15
